Ulasan,Rating
Banyakin toilet dong sumpah toilet cmn 2 di pintu masuk 1 sm di blkng cmn 1. Pengunjung rame terus ?? jd ngantri toilet nya agak ribet ??????????,3
Ga nyesel kesini. Semua lauk enak,5
"tempat yang selalu ramai dikunjungi jika liburan dan weekend, karena memang lokasi dan areanya  yg enak dan nyaman untuk bersantap siang maupun sore, asri di tengah sawah",5
"menu rumahan khususnya jawa tengah/yogya..... masakannya enak, tempat nyaman.....

mungkin perlu diberi tulisan DILARANG MEROKOK utk dibangku belakang, agar lebih nyaman dan menjaga kesehatan terutama anak2...",5
Mqkanannya enak semua rekomended deh,5
enak² makanan nya. kalo kesini kudu cepet sebelum rame org ngga bakalan dpt temoat duduk nanti ?,5
"Menunya cocok,khas ndeso. Yang kangen makanan rumah bisa mampir di sini. Tempat bersih pelayanan bagus.",5
Cuma saya sarankan perokok kasih menghadap ke sawah.. Untuk dua joglonya buat keluarga yang tidak merokok.. Pas enak makan eh sebelah merokok... Terus asap ke kami... Padahal semua tau rokok pasif lebih berbahaya,5
"Lodehnya legendaris
Suasana nyaman
Toilet bersih
Ada musholanya
Parkir legaaaa",5
Suka banget dengan konsep dan berbagai menu makanan yang tersedia. Apalagi kita bisa memilih jenis tempat duduk yang disediakan,5
"Makanan oke, parkir mudah, suasana asri, mushola bersih. Nice pokoknya",5
"Patut dikunjungi, masakan ok",4
"Konsepnya prasmanan, bisa ambil sendiri. Tempatnya cukup luas, ada kolam ikan juga. Rasa makanannya enak.",5
"Resto yg di kelilingi ladang jagung...
Natural dan asri",5
Tempat yang nyaman untuk makan bersama keluarga atau sahabat,5
Oke,4
"Tempatnya nyaman, servicenya baik. Menunya juga relatif banyak pilihan.",5
"Makanannya lumayan enak, suasananya jawa banget dan view sawah juga. Okelah buat kumpul bareng teman2 ??",5
"Makanannya enak, musholanya luas, tempatnya bersih dan nyaman. Bawa anak kecil ke sini, anak"" juga suka, bisa lihat sawah dan kolam ikan.",5
Top gaes kuliner has jogya n ndeso,5
Lumayan banyak spotnya.. harganya saja normal bukan murah,4
"kesini pas malam minggu
makanan buffetnya tinggal sisa sisa
kalo mau pesen katanya lama, karena rame
tapi restonya keren penatannya, lumayan buat cuci mata lihat aksesoris, dan bisa inspirasi kalo bangun taman belakang rumah",4
"Menu masakan overall enak

Layanan memuaskan

Suasana sejuk bener kanan kiri sawah view nya",4
"Apaan sih pelayanan disini buruk banget! Kita rombongan dari Bandung masa ga boleh parkir di situ, malah di suruh parkir yg jauh

Lu kalo mau buka resto pilih penjaga/pelayannya yg bener lah, kita 12 orang loh jauh2 mau makan disini malah di tolak kaya gitu, udah ga butuh duit Lo?",1
"Makan dan cemilanya bikin ngga mau berhenti makan, tempatnya bikin betah, parkirnya luas banget",5
"Tempatnya nyaman kalo pas sepi bisa menikmati angin sepoi pinggir sawah,makanan oke enak ga ada masalah,minuman jg enak,harga masih masuk akal",5
"Tempat bagus sih adem Deket sawah untuk makanan biasa aja kaya di warteg harga lumayan mahal,ya mungkin jual view aja",5
"Standard, servicenya ramah, kemarin ke sini pas bulan puasa dan ada paket all you can eat tapi pilihannya menurut ku kurang variatif, harganya standar (masih masuk akal). Bakal ke sini lagi.",4
"Masakannya pas. Tidak terlalu manis, karna masakan jogja biasanya terkenal manis.tempatnya nyaman sekali, ramah anak, makanan dan minumannya banyak pilihan nyaa..
????",5
"pisang goreng, dawet & wedang jahe
????",5
Menu makanannya mantap.. ??,5
Enak bgt,5
Mantap menunya,5
"Makanannya enak, kopinya rasanya kayak kopi.",5
"Tempat enak,  nyaman,  pelayanan oke..",5
"Makanan dan minumnya top, cuma hanya ssja di saung yg dibawa dekat sawah harus dibuatkan westafel",4
Nuansa Pedesaan dan Masakannya banyak pilihan,4
"Suasana tempat yg nyaman, sejuk dg pemandangan alam sawah yg terbentang dg area parkir luas, tempat ibadah, dan unik.
Menu yg disajikan khas dg daerah.",5
makan disini berasa makan dirumah nenek ??,5
"Baru pertama kesini dan kecewa gara"" parkiran..pas dtg diarahin ke tempat parkir yg jauuh sampe pulang cuma aq doank yg parkir disana, yg lainnya parkir didepan resto, ga ngerti gimana,mana jalan ke parkiran gelap bgt sawah"" dan di parkirannya jg gelap..cukup sekali aja sih kesini",3
"Sekel makan disitu penghitungannya ngawur..klo yg mkan berame2 mending dicatat sendiri  makanannya stndrt, tempat biasa, cuma ada buat kumpulnya lumayan luas, pelayanan rada kacau, yg pesan siapa yg dikirim siapa..dan saudara saya pesan katanya tidak ada pesanan trus sbntr keluar tapi TDK komplit, dan tertera ada pesanan..",3
Tempatnya bagus Makanan nya enak enak,5
"Apik pokok e..
Makanane masih masuk dilidah org SURABAYA
Harga ramah dikantong walaupun q ambil/psn macem²",5
"Tempatnya cukup nyaman,masakannya enak juga,pelayanannya ramah. Akan kesana lg pastinya??",4
Mangut lele sama bakwan nya juara. Menu wajib !,5
Makananya enak apalagi pisang goreng sama es beras kencurnya ??,5
"Tempatnya sangat asri karena jauh dari jalan raya jl.kaliurang... menu prasmanan banyak, minuman bervariasi, tempat luas dan bernuansa jawa",5
"Pilihan menunya banyak ?? ° o ° ??
Cocok buat nongkrong sambil ngobrol sana-sini, cocok juga buat kumpul bareng keluarga.
Tempatnya gampang banget buat ditemuin, parkirnya luas <(???)?",5
"Makanannya tradisional dan enak, mendapatkan pemandangan ladang jagung yg menyenangkan, tempatnya interior jadul tapi nyaman dan bersih.",5
"Layanan pd kunjungan malam memakan wkt yg ckp lama, 1.5jam menunggu makanan dihidangkan membuat ga nyaman bagi yg sdh lapar. Mohon dpt diperhatikan ya",3
"Suasana alam pedesaan yang Asri , di kelilingi sawah yang menyejukan mata , makanan murah meriah enak apalagi minumannya , semuanya enak poll...
Sukses terus ya... ??",4
"Tempatnya luas, mejanya banyak, tapi space antar meja sempit. Menu prasmanan beragam dan enak. Snack cukup enak, minuman ada banyak pilihan.",5
Makanan bermacam2 dan enakk. Tempatnya klasik. Cuma tempat parkiran becek kalau habis hujan.,4
Suasana syahdu. Masakan enak.,5
"Semua nya ok ! Harga, makanan, suasana, semua TOP .. suka banget",5
"Tempatnya nyaman utk nongki2,masakannya cocok dilidah sy dan temen2, snacknya jg enak krispi...",5
"Lokasi mudah diakses. Makanan banyak pilihan, harga bersahabat",5
"Enaaak, rame bgt pa lg ramadhan.
Rekomendasi: bakmi godog,
Tukang parkirnya perlu diperhatikan kendaraan keluar masuk biar ndak tubrukan",5
"Kadang 3hari sekali kesini ,

Ran Ty",5
"nasgor PMG enak sih tp terlalu banyak kecap dan nasgor IGA nya rasanya pas .
waktu datang Ahad malem itu termasuk cepet juga makanan dan minumannya .",5
"Impresif. Vibes yg positif, rasa makanan sedap memenuhi standar. Pelayanan memuaskan.
Sebuah tempat yg wajib dikunjungi saat di jogja.",5
tempatnya nyaman,5
"Mantap Makanannya.sukses selalu.
Pelayanannya juga ok banget.??",5
"Tempat parkir sempit dan debu sekali,
Makanan kurang gurih",3
Memang agak mahal untuk harga makanan ramesan tapi worth it sih karena service oke dan tempat nyaman,5
"Mantap warung dan makanannya,
Info tambahan link map nya kurang pas, yg bener...

Pawon Mbah Gito, Jl. Pasir Luhur, RT.003/RW.026, Area Sawah, Sukoharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581

Selamat menikmati...??????????????",5
"tempatnya enak, di tengah sawah. Sepertinya kalau ke sini lebih baik makan siang. Untuk makanan rasanya cukup enak. Nasi goreng PMG yg paling oke",4
Tempatnya cukup luas dan nyaman. Makanannya juga enak. Kapasitas lahan parkirnya juga cukup besar.,5
"Lupa foto karena saking hecticnya, rame bener, disarankan melakukan reservasi kalo mw kesini rame-rame bareng keluarga",5
"Makanan enak, suasana nyaman kids friendly, harga affordable. Will come back!",5
Lokasi yang nyaman untuk berinteraksi dengan keluarga dan sahabat dengan masakan khas Jogjakarta..,5
"Makanannya enk, model prasmanan
Tempatnya sejuk d kelilingi sawah",5
"Tempatnya oke bgt,pegawainya ramah&sabar melayani customer yg rombongan,makanannya oke smua,musholanya bersih????",5
Mau bayar pke qris trnyta pembelian min 150rb baru bs.. akhirnya byr cash untung nya bawa uang cash..,4
"Overprice utk makanan Rasa spt warteg,order kelapa muda lamaa bgt sampe mkn saya abis ga dtg bgitu ditykan abis katanya  ealaah,,",2
"makanan enak,menu banyak,penyajian juga oke ga asal asalan..tempat juga ga rame,langganan keluarga banget kalo lagi pengen makan diluar selalu kesini",5
"Makanannya enak, tempat nyaman banget. Syuka akunya??",5
Murah meriah wajib dateng lg,5
Di bagian belakang ada tempat yang lebih private.,4
"SDM NYA SANGAT PERLU DI BERIKAN PEMBELAJARAN YANG LEBIH INTENSIF LAGI, BAGAIMANA SEHARUSNYA MELAYANI PENGUNJUNG RESTO.  SAYANG RESTO YANG CUKUP BAGUS INI MENJADI KURANG NYAMAN HANYA KARENA PELAYANANNYA SANGAT TIDAK RESPONSIF. PESAN TEH 2, YANG KELUAR 1. KONFIRMASI ULANG DIJAWAB IYA DITUNGGU.  KONFIRMASI LAGI DIJAWAB YANG BAWA NANTI BEDA.  KONFIRMASI LAGI BILANG IYA.  SAMPAI AKHIRNYA SELESAI MAKAN TEH TIDAK JUGA DIANTAR.  KESIMPULAN SDM NYA TIDAK ADA PENGETAHUAN BAGAIMANA MELAYANI PENGUNJUNG SECARA EFEKTIF. SAYA MENILAI NO 1 ADALAH KECEPATAN RESPONNYA.MAKANAN ENAK JADI NGGAK ENAK,  TEMPAT NYAMAN JADI KURANG NYAMAN. BAYANGKAN JIKA PEMBAYARANNYA BUKAN SETELAH MAKAN,  MAKANAN/MINUMAN YANG DIPESAN TIDAK KUNJUNG DATANG. SUDAH TERLANJUR BAYAR. SELERA LANGSUNG DROP HILANG.",2
"Enak, wedangnya macem2..makanan juga macem2, dan masakan bukan yg maniis banget ky masakan jogja biasanya",5
"Makan disini suasana persawahan , angin semilir .. mantap",5
"tempatnya bagus, makanannya juga enak. well",5
Pisang goreng seporsinya banyak bangett ??,5
Makanan ala rumahan dg vibe tempat disekitar sawah dan ladang jagung. Variasi makanan tdk terlalu byk tp rasa cukup enak.,4
"Masakan jawanya enak bumbunya berasa,pelayanannya bagus ,tingkatkan dan pertahankan biar pelanggan semakin banyak????",5
"Makanya mantap, tempatnya mudah dicari, ada mushola dan tempat wudlu, tapi sayang toiletnya terbatas",5
"Rasa dan suasana okelah, sayang saat datang rombongan bill pesanan tidak bisa dipisah2 per orang.",5
"Suasana pedesaan, pas buat yang ingin menikmati pemandangan. Paling pas saat pagi pagi ke sana. Menikmati kopi dan pisang goreng nya. Jos gandos",5
"Jam 8.15 dateng, disambut mas2 nya mari silahkan, nyampe kasir mau order mbak nya dengan muka males2 an bilang close order ??????",3
"Ajak makan siang keluarga Ps. Minggu. Menu yg nikmat  dan makan dg suasana tepi sawah yg syahdu.
Photo gak sempet",5
Minumannya datengnya lama bangeettttttttt. Makanan sampe udah habis bisaa belum dateng jugaaaaa padahal cuma pesen teehhhh,1
"Keren abis , bagus pemandangan sawahnya membuat mata sejuk , udaranya juga adem Banget, tempat nya juga bersih dan tekstur bangunan nya Jawa banget ..
Makanannya prasmanan rasanya juga enak.. saat kita datang sdh disuguhkan singkong goreng dan beberapa minuman teh hangat dan wedang jahe
Pokoknya view resto Bagus
Cocok buat kumpul keluarga, atau nongkrong bareng teman-teman",5
"Makanan ok banget, hanya parkirnya kadang agak sulit jk tdk beruntung jadi parkir sedikit agak jauh",4
"Masukan aja sih untuk area parkir yg baru, mungkin perlu di tata ulang, entah di paving atau semacamnya, tujuannya biar nggak berdebu",5
Konsepny resto jawa dengan berbagai menu masakan sayur ndeso. Rasa makanan pas. Bener-bener suasana pedesaan,4
"singkat, padat, makan, kenyang",5
"Pas kesana lewat aja sih dilihat menarik aku langsung kesana....
Ketika di sajika. Menu prasmanan sudah ambil donk ya..makanan 2 porsi..tapi menurut ku kurang bervariatif atau udah habis gak tau...sama dapat kebagian nasi yg keras gak nasi yang pulen gtu....ya udah lah ya..habis itu milih tempat duduk yang di pinggir kolam...anak ku duduk di pinggir kolam..karena agak gerimis ada mas mas nya langsung ambil bantal yg ada di kursi anak ku..tanpa ngomong apa apa tiba tiba nylonong...ya gimana ya....?? Ya kan bisa yawh bilang ""permisi bu"" atau apa bukal.langsung angkut padahal ada bantal buat mainan anak ku...mas nya ada masalah apa sih...lagi kalah kripto?? Atau lagi putus cinta...????",3
"Pas kesini pagi2 mau sarapan, awal masuk ke resto biasa aja depannya, kaya resto model joglo pada umunya.. Pas masuk ke belakangnya ternyata wow, suasana syahdu (pas ujan jg ak ksini) tradisional mix modern, ada ruang makan dgn meja2 panjang utk keluarga, ada juga kursi2 ato tempat makan lesehan yg khas anak muda, Sayur dan lauknya pagi2 dah komplit, jajanan dan minuman juga banyak macemnya.. Rasanya enak, harga standar.. Malem2 ksini ama suami enak kayaknya??... Sukses selalu yaaa",5
"Enak masakannya, tempatnya nyaman buat kumpul keluarga,, parkir juga luas banget",5
Top ini tempat bagi yg ingin mencoba masakan rasa rumahan ditambah suasana nya adem banget,5
"Makanan enak , tempat bikin rileks banget",5
"Konsepnya seperti RM Jawa, pilihan makanannya juga banyak dengan view persawahan. Cocok buat sarapan pagi setelah gowes",5
Sangat Jawa sekali tempat makan ini...pelayanan ramah luas bersih..,5
"Menunya agak random, sebaiknya fokus ke jenis makanan tertentu. Mis. Tradisional Jawa, western, nasional, chinese atau yg lainnya. Biar kesannya gak palugada",3
Tempat makan bareng keluarga suasana nyaman Deket sawah semilir anginnya sejuk. Rekomended,5
"Suasana nyaman, bersih. Rapih. Pengunjung jadi betah lama2 an santai dg santapan khas jawa.??",5
"Makanannya enak , diapit oleh perkebunan jagung Dan area sawah. Tempat nya sangat luas dgn suasana asri . Very recommended",5
"Makan tepi sawah.
Cocok bawa keluarga tercinta.tempatnya nuansa desa.",5
"Tempat yang nyaman,mempunyai banyak spot foto yang bagus suasana asri ditengah persawahan untuk masakan tidak kalah enak rasanya??",5
"Makanan enak, tempatnya cozy ditengah sawah dan kebun jagung, harga terjangkau",5
"Tempat ny nyaman, masakan ne enak...",5
"Tempat nyaman dengan makanan enak dan harga standar, yang paling saya suka musholla nya yg bagus dan nyaman",4
"Makanan nya enak, tempat nya jg nyaman",5
"Es kelapa.mudah utuh nya murahhh n gede
Nasi merah nya enak
Lauk2 n sayur ndesonya enak
Tempat nya bersih dan luassss",5
"Rasa makanan sangat biasa&harga makanan tergolong mahal""&tidak ramah dikantong",1
"Makanan jowonya sangat enak, recommended, tidak kalah dg resto2 yg sdh terkenal",5
Makanan enak..recomended pada saat sore hari sejuk dan syahdu..,4
"Item menu tradisionalnya variatif...
Wedang jahe serenya n kopinya muantabs..????
Tp sayang agak sempit ruang makannya...",5
"Makanan ndeso ala jogja dengan tempat yg bersih, luas, pilihan makanan dan minuman banyak, dan view sawah dan kebun yg cantik. Es cendol dan kopinya enak!!!",5
"Makanannya enak, tempatnya nyaman dikelilingi sawah dan kebun jagung, pelayanan ramah dan cepat",5
Kopi ndesonya uwenak,5
"5 bintang ni, well banget, besok kalo buat kaos sragam merch lain ke kazuma clothing ya kak, salam buat adeknya mb bertha, mas bintang, salam dari temen smpnya, hhe",5
"Makanan ok
Minuman juga ok
Ambientnya juga perfect",5
"Tempat makan baru di antara petak-petak sawah aktif yang masih dikelola petani lokal.
Menyajikan pemandangan yang indah dan alami.
Masakan menu pagi dan malam nya juga OK.",5
"Tempat keren, semua makanannya enak",5
Tempat parkir kurang luas..dtg waktu weekend hrs parkir agak jauh dr lokasi..kasir sebaiknya ditambah krn antrian panjang dan terlalu lama..,4
"tempatnya nyaman, suasana enak, pelayanan ramah",5
"Pisang gorengnya enak, benar2 dihidangkan  masih panas....saya suka sekali",5
Sudah bbrp kali ke sini. Sayang yang terakhir seperti terjadi kebingungan dalam menghitung porsi pesanan. Lbh baik harganya ditulis saja jadi ga bikin bertanya2. Mahal gapapa asal enak.,3
Banyak Susana baru dan sport foto yg menarik ?? semoga bisa berkunjung kembali dilain waktu ????,5
"Perkembangan pawon mbah gito amat pesaat.
Selamaat",5
"Tukang parkir didepan sangat tidak membantu. Dibilang sdh penuh, padahal dalam ruangan masih ada tempat. Perlu koordinasi dengan petugas di dalam.",3
"nyaman,unik & spot foto keren",5
"Bapak yg parkir rajin2, ramah, mengarahkan, ini yg bikin nyaman meskipun tempatnya penuh sesak",5
Vibenya menyenangkan dengan musik dan lainnya. Setup meja terlalu mepet tapi bisa dipahami karena memang ramai. Semoga bisa diperluas biar lebih nyaman,5
"Spotnya asiiik bgt..
Kereeeen..
Buat selfie, buat ngopi, buat sarapan, buat ngumpul kluarga, arisan dll
Ada musholanya gede, toilet dipisah dan bersih bgt..
Pelayanannya ramah bgt..so welcome..
Feels like home..
Samping2nya pohon jagung, udaranya segeeer bgt, ada spot lantai 2 semi roof top gt..
Makanannya enaaak bgt..
Rekomendasi untuk menghabiskan me time kalian dengan kluarga..atau sahabat..",5
"View sawah, menu banyak pilihan dg bumbu alami. Kopi dan goreng pisangnya oke banget. Mak nyuusss lah",3
Menu makan prasmanan sangat banyak sampai bingung milihnya...tempatnya juga cukup bagus...,5
"Tempat bersih dan nyaman, masakan jawa banyak menunya, rasa bersahabat, harga bersahabat, pelayanan bersahabat (=baik).....",5
"Makanannya lumayan. Kalo makan sini bisa kalap, ambient tempatnya asri sekali.",5
Lezat makanannya & viewnya bagus,5
"Mantap ini, makanan enak, pelayanan oke dan sopan, harga merakyat, lokasi deket jakal jogja",5
"pelayanan nya sangat lama , pesen bakmie goreng dr jam 5 smp maghrib masih gk ready ,, emang karyawanya gk bs ngecek apa pesanan customer dan memastikan lagi . org mau makan jd gk mood  . thnx",1
"Enak, tempat nyaman dan bersih.",5
"Tempat ok, masakan ok, hanya masalah parkiran dan untuk lantai tangga (undakan) musholla licin bila sudah terkena air/ hujan ??",4
"Tempatnya nyaman, penyajuannya prasmanan, wedangannya top",5
Another opsi for family lunch,5
"Tempatnya enak, makanan jg enak enak, murahh ramah kantong.. Yg penting musholanya MasyAllah, bersihhhh bgtt.. Segerr pula angin sepoi sepoi",5
"Alhamdulillah beberapa kali makan disini,termasuk bukber disini,tempatnya besar,makanannya enak,insyaAllah Halal

Bisa buat makan bersama se kampung,hatga juga nego ke ownernya,",5
"Menu lama, 1 jam lebih itu juga karena dikomplain
Alasannya antri
Antri dr mana, yg baru dateng dengan menu yang sama, udh dapet duluan
Harga tergolong mahal",2
"Etnik banget, furniture tempatnya, makanannya jaweni banget, harga lumayan lah ya? Paling suka sama view nya, adem, sepi, cocok utk menenangkan diri. selamat mencoba..",5
"Enak sih masakannya, sekedar masukan mungkin tarifnya perlu disesuaikan dengan kompetitor yang lain, misal kopi 12, kopi klothok dll lagi...",4
Lumayan. Sesuai harga. Tdk terlalu antri. Hanya parkiran yg sedikit dan tersedia di lapangan agak jauh jalannya.,5
"rekomendasi banget buat keluarga, nyaman banget masakan rumah juga mantep sihh sering banget makan disini sama temen2",5
"Aneka masakan jawa dengan suasana asri pinggir sawah. Ga pake antre lama, masakannya cocok di lidah",5
"Ksini karena penasaran, Dari rasa sama aja dengan tmpt makan konsep jawa yg lain, dari tempat lumayan aja, harga : mm...mahal!",3
"Istimewaaaaa.... rasa enak, tempat nyaman, pelayanan ramah.... menunya lengkap, bnyak pilihan dan enak2.. minumanya uenak2... rekomennnnn..",5
"Makanan enak, suasana nyaman, tempat luas",5
Garnis nya nasi goreang klu bisa jgn pakai daun jagung dong...kita kan ndak tau..phon jagung nya higienes atau tidak...kita ndak tau daun nya kena obat pestisida ndak nya...masuakan aj..jadi kita raguvmau makan nya...,3
"Pawon mbah Gito memang MANTUL.... masakannya oke buka pagi , VARIAN menunya banyak, buffet banyak pilihan, dan tersedia menu ala carte.....",5
"nyaman.. malem2 makan sama keluarga, ga ada pembeli lainnya.. serasa rumah sendiri..
tempatnya bersih, harga standar, rasa lumayan..",5
Tempat dan makanan nya enak.. cuman akses masuk dari jalan raya saja yang kurang lebar.. untuk rombongan bus masih susah masuk..,5
"Tempatnya bagus dengan view sawah, namun kalau pesan makanan lama sekali dan pelayanan nya juga lambat, menu juga tiba - tiba habis",3
"Tempatnya nyaman karena pas tidak banyak pengunjung, pelayanan ramah, masakan relatif manis, parkiran kurang luas...",4
Ramai bingit suasananya tempat luas parkiran lumayan bagus walau agak kecil masakan juga worth thith,5
"Tempat nyaman buat sarapan...
Saran : bumbu2nya harus lebih berani lagi....",4
Tempat yg nyaman buat ngopi dan makan,4
"Bagi yg banyak waktu, bisa ke tempat ini, tempatnya agak jauh dari kota dan agak macet",5
"Ini warung yg bisa direkomendasikan untuk cari sarapan, makan siang, makan malam, dengan tempat yg kekinian dengan konsep ruangan terbuka tanpa dinding di tengah sawah",5
"Sukaa sama ambience dan makanannya
Harganya gak mahal dan rasanya mantap...
View nya ok dan bersih juga..
Ada mushola disini dan bersih!!",5
"Suasananya ah...ingat jaman kecil doeloe...
Lampu²nya indah di malam hari
Masakannya....uenake poll",5
"Makanan semua oke, begitu keluar parkir motor ditarik 5rb.. waaoowww merintih honda beat ku..",1
Suasana di persawahan menu yg enak n suasanax mendukung tuk menikmati setiap waktux,5
"Enaaaak ,,, rasanya seperti makanan zaman dulu yang di makan di zaman sekarang luar biasaaaa ... Segerrrrr ..... Shopisticated in Nostalgia Ambience",5
"Lokasi Rumah makan ditengah pedesaan, dikelilingi tanaman jagung dan suasana sedikit sejuk .
Menu makanan yang bervariasi dan enak.",5
"Tempat nyaman untuk santai sambil menikmati hembusan angin persawahan, menu makanan komplit dan rasanya wuenak pooolll...????????",5
Ngangeni pokoknya... menu rumahan yang memanjakan lidah tapi lumayan juga pilihan lainnya untuk dicicipi...,5
"Lokasi ini ditengah persawahan dengan dengan sajian kuliner didukung udara yang segar, namun sayang untuk parkir roda empat kurang memadai.",3
"Ada sedikit masalah tentang cari tempat buat duduk, awalnya direspon kurang baik dengan salah satu karyawan.. tapi kemudian cepat ditanggapi owner.. dan mereka langsung minta maaf..",4
"bagus tempatnya saja, nyaman, dan silir karena dekat perwasahan sama kebun jagung. Selebihnya itu untuk masakan dan harganya tidak se ""worth it"" Itu.",3
"Tempatnya nyaman, klasik, samping kanan kiri ada sawah. Menu bervariasi dari sayur, lauk, minuman, camilan. Yuk cobain",4
S3rasa makan masakan simbah jadul.uenak lah.sayur sayur model lama ada semua.parkir juga nyaman,4
Tempat yang sangat nyaman dan menyenangkan. Sukses selalu.,5
"Warung tepi sawah
Suasananya wow
Makanannya lumayan enak",4
"Makanan enak , pelayan ramah",5
"Beraneka macam masakan khas Jawa Ndeso, brongkos, lodeh, dll...
Menikmati makan dengan suasana sawah ...
Selamat mencoba aja he..",3
Makanannya enak,5
"Tempat yang bagus untuk makan sekaligus hang out. Keluarga ok , dengan teman ok. Tempat baru , bangunan memanjang.",3
"Pawon mbah Gito menyajikan kuliner alquran ndeso, dengan rempah dan bumbu yang pas memberikan citarasa yang berkelas, harga juga terjangkau, view dapat melihat Merapi secara langsung. Pokoknya top plesir channel",5
"Ngga ada komplen buat semua.
Dari Rasa, pelayanan, tempat, OKAY BANGGET..
Yg paling penting harganya, aman dikantong
????????",5
Lokasinya bagus dan bila makan malam disini suasananya mendukung,5
"rekomendasi tempat makan prasmanan di jogja
pilihan menu nya banyak
sering penuh tempatnya
mantap",5
Lebih enak dan nyaman jika perkunjung pada pagi sampai sore. Makanan rumahan yg bikin nagih,5
Syahdu,5
"Beberapa kali makan di sini, makanan bervariasi. Ada yg cita rasa cocok ada yg perlu ditingkatkan lagi dari kualitas makanan.",4
"Makanan boleh, suasana juga nyaman",5
"Makanan nya enak, tempatnya nyaman, bersihh, staf nya ramah, harganya murah, sangat2 value for money!",5
"Pelayanan ramah, varian banyak dengan traditional menu, masakan enak",5
"Tempat yg asyik buat santai dgn alunan musik yg sangat romantis,,, makanan dan minuman jg sangat enak rasanya dan pelayanan sangat ramah,,,, dan harga terjangkau murah,,,,",5
"Rekomended untuk makan bersama keluarga, makanannya enak prasmanan, saya suka lele mangutnya, view sawah",5
"Tempat makan dg nuansa jawa tradisional, berada di tepi sawah sehingga terasa sejuk, makanannya enak..????",5
Makanan enak tpi sayang bad service... Minuman datang lama... Pesen bakwan jagung ga dtg sampai pulang...,1
Tempatnya bagus dan sejuk karena dekat sawah,5
"pesanan bakmi godog keluar salah, tidak ada sayurnya. minta diperbaiki, sampai yg lain selesai makan, bakmi godognya tidak keluar lagi. kecewa",1
Rasa n atmosfir makanan jadul. Rekomended! Harga terjangkau. Pelayanan ramah.,5
Tempatnya nyaman banget Alhamdulillah hygenis masakannya enak suasana hommy syukaak banget berlama2 di pawon mbah gito,5
"Sangat recomended buat kuliner...
Masakan kampung yang sudah sulit kita temukan ditempat kuliner lainnya",5
"Nice place
Cozy
Enak kalau sore",5
"Masakan variatif, yummy ...
Harga ok ??
Service bagus ??
Tempat nyaman bisa utk take????
Recomended utk bfast para goweser ...?????",5
Enak makanannya. Tempatnya nyaman. Recomended untuk dicoba.,5
Enak sekali tmptnya di tengah sawah sangat asri,5
"Pawon Mbah Gito

Lokasinya ada di tengah persawahan, sehingga menghadirkan suasana yang nyaman dan tenang

Menyajikan menu makanan tradisional dan rumahan yang enak...",5
"Nyaman....
Senyaman hatiku...??",5
"Tempat nyaman walau tdk terlalu besar, model memanjang, disamping ada aliran irigasi yg bersih, anak saya bisa nyaman dan aman main air disana",5
Serba puas,5
"Dominan makanan tradisional jawa, lokasi berada dilingkungan tegalan,  parkir cukuo luas",3
Pas bayar banyak kekeliruan misalnya telur dadar ambil 2 di struck 4,2
"Menunya beragam dan dengan sistem prasmanan.
Makanannya enak, tempatnya santai dan luas",5
Beragam pilihan menu lauk dan sayur dan tempat yg nyaman di tepi sawah serta mushola yg luas dan bersih,4
Tempat makan tepi sawah,5
Asri nyaman dan tenang.. suasana yg sangat kental tradisional dengan nuansa sawah yg membentang membuat mata tak jemu memandang,5
"Tempat nya cocok buat keluarga dan ramah anak, makanannya juga enak, recommended banget deh",5
"Bikin nagih, nyandu mau k sana lg",5
Kopi Susu Tradisional dan mendoannya enak... pisang goreng nya standard.  lain kali kita coba lagi menu lainnya.,4
"Tempat yang cukup nyaman, makanannya enak.",5
Ok bgt,5
Makanannya enak dan pelayanannya ramah semua.,5
"Enak, tempat asyik, tapi kadang harus sabar buat antree",5
Suka banget sama buburnya .... bubur sumsumnya lembut .... bubur candilnya juga legit .... manisnya pas banget .... gak kemanisan,5
"Tuk yg kangen makan masakan si mbok, sambil menikmati hamparan sawah,... Ini salah satu tempat baru yg wajib dicoba... ??",4
"Viewnya oke
Makanannya enak",4
Jika tdk melayani pembelian dgn takeaway utk dpt diinformasikan dgn ramah,1
"Sayang, sistem antrian nya kurang tertata baik. Tapi makanannya enak dan pisang gorengnya juara",5
Tempatnya asri ada kolam ikan dan angsa...tempat duduk nyaman,4
"Makanannya variatif, tempatnya adem pinggir sawah, area bersih",5
Tempatnya enak dan makanannya juga juga.. airnya segar bisa ngajak anak utk bermain sambil liat indahnya alam,5
"Menu nusantara yg komplit, hrga terjangkau, pelayanan cpt.",5
"Tempatnya asyik, makanannya enak, orang²nya ramah pelayanan memuaskan.",5
"Makanan minuman biasa saja ga ada yg istimewaaaa, yg istimewa pelayanannyaaaa luuuaaaaaaaamaaaaaaa pake bangetssss",3
Selain Bakmi Jowo nya.. Donat kampung nya juga enak,5
Tempatnya bagus dan worth it,5
Menu hampir sama dengan tempat makan sejenis,5
Harga rasional. Enak persis makanan rumahan. Mushola gede. Dikelilingi sawah. Parkir memadai,5
"Rombongan kami sarapan di Pawon Mbah Gito, semua bilang enak n ingin kembali.",5
